content_id,page,partner,affiliate_clicks_28d,affiliate_sessions_28d,revenue_28d,pageviews_28d,sessions_28d_total,affiliate_clicks_per_1000_sessions,gsc_clicks_28d,gsc_impressions_28d,commercial_intent
cbt-95d9a1b95440,https://www.chinaboundtravel.com/posts/chinabound-travel-guide-2026-07-monthly-update/,Klook,0,NULL,NULL,NULL,166,0.0,0,0,VISA
cbt-95d9a1b95440,https://www.chinaboundtravel.com/posts/chinabound-travel-guide-2026-07-monthly-update/,SafetyWing,0,NULL,NULL,NULL,166,0.0,0,0,VISA
cbt-067675763415,https://www.chinaboundtravel.com/posts/chinas-food-through-the-ages-guide/,NONE,0,NULL,NULL,NULL,166,0.0,0,0,FOOD
cbt-698862ce2129,https://www.chinaboundtravel.com/posts/chinese-tea-culture-history-types-and-tea-ceremony-guide/,Airalo,0,NULL,NULL,NULL,166,0.0,0,0,GENERAL
cbt-698862ce2129,https://www.chinaboundtravel.com/posts/chinese-tea-culture-history-types-and-tea-ceremony-guide/,Aviasales,0,NULL,NULL,NULL,166,0.0,0,0,GENERAL
cbt-698862ce2129,https://www.chinaboundtravel.com/posts/chinese-tea-culture-history-types-and-tea-ceremony-guide/,Booking,0,NULL,NULL,NULL,166,0.0,0,0,GENERAL
cbt-698862ce2129,https://www.chinaboundtravel.com/posts/chinese-tea-culture-history-types-and-tea-ceremony-guide/,Klook,0,NULL,NULL,NULL,166,0.0,0,0,GENERAL
cbt-698862ce2129,https://www.chinaboundtravel.com/posts/chinese-tea-culture-history-types-and-tea-ceremony-guide/,NordVPN,0,NULL,NULL,NULL,166,0.0,0,0,GENERAL
cbt-698862ce2129,https://www.chinaboundtravel.com/posts/chinese-tea-culture-history-types-and-tea-ceremony-guide/,SafetyWing,0,NULL,NULL,NULL,166,0.0,0,0,GENERAL
cbt-034b43ef5e3a,https://www.chinaboundtravel.com/posts/chinese-tea-culture-where-to-experience-authentic-teahouses/,NONE,0,NULL,NULL,NULL,166,0.0,0,0,GENERAL
cbt-0953b5433c00,https://www.chinaboundtravel.com/posts/cultural-etiquette-guide/,NONE,0,NULL,NULL,NULL,166,0.0,0,0,GENERAL
cbt-6a164e0e8077,https://www.chinaboundtravel.com/posts/dude-wheres-my-panda-a-beijing-guys-guide-to-the-c/,Airalo,0,NULL,NULL,NULL,166,0.0,0,0,TOUR
cbt-6a164e0e8077,https://www.chinaboundtravel.com/posts/dude-wheres-my-panda-a-beijing-guys-guide-to-the-c/,Aviasales,0,NULL,NULL,NULL,166,0.0,0,0,TOUR
cbt-6a164e0e8077,https://www.chinaboundtravel.com/posts/dude-wheres-my-panda-a-beijing-guys-guide-to-the-c/,Booking,0,NULL,NULL,NULL,166,0.0,0,0,TOUR
cbt-6a164e0e8077,https://www.chinaboundtravel.com/posts/dude-wheres-my-panda-a-beijing-guys-guide-to-the-c/,Klook,0,NULL,NULL,NULL,166,0.0,0,0,TOUR
cbt-6a164e0e8077,https://www.chinaboundtravel.com/posts/dude-wheres-my-panda-a-beijing-guys-guide-to-the-c/,SafetyWing,0,NULL,NULL,NULL,166,0.0,0,0,TOUR
cbt-1005a037234b,https://www.chinaboundtravel.com/posts/food-recommendations-guide/,Airalo,0,NULL,NULL,NULL,166,0.0,0,0,FOOD
cbt-1005a037234b,https://www.chinaboundtravel.com/posts/food-recommendations-guide/,Aviasales,0,NULL,NULL,NULL,166,0.0,0,0,FOOD
cbt-1005a037234b,https://www.chinaboundtravel.com/posts/food-recommendations-guide/,Booking,0,NULL,NULL,NULL,166,0.0,0,0,FOOD
cbt-1005a037234b,https://www.chinaboundtravel.com/posts/food-recommendations-guide/,Klook,0,NULL,NULL,NULL,166,0.0,0,0,FOOD
cbt-1005a037234b,https://www.chinaboundtravel.com/posts/food-recommendations-guide/,NordVPN,0,NULL,NULL,NULL,166,0.0,0,0,FOOD
cbt-1005a037234b,https://www.chinaboundtravel.com/posts/food-recommendations-guide/,SafetyWing,0,NULL,NULL,NULL,166,0.0,0,0,FOOD
cbt-6f28480baea0,https://www.chinaboundtravel.com/posts/how-to-survive-chinese-train-station/,Airalo,0,NULL,NULL,NULL,166,0.0,0,0,TRAIN
cbt-6f28480baea0,https://www.chinaboundtravel.com/posts/how-to-survive-chinese-train-station/,Aviasales,0,NULL,NULL,NULL,166,0.0,0,0,TRAIN
cbt-6f28480baea0,https://www.chinaboundtravel.com/posts/how-to-survive-chinese-train-station/,Klook,0,NULL,NULL,NULL,166,0.0,0,0,TRAIN
cbt-a349eee78670,https://www.chinaboundtravel.com/posts/internet-connection-china-esim-vpn-guide/,Airalo,0,NULL,NULL,NULL,166,0.0,0,0,INTERNET
cbt-a349eee78670,https://www.chinaboundtravel.com/posts/internet-connection-china-esim-vpn-guide/,Aviasales,0,NULL,NULL,NULL,166,0.0,0,0,INTERNET
cbt-a349eee78670,https://www.chinaboundtravel.com/posts/internet-connection-china-esim-vpn-guide/,Booking,0,NULL,NULL,NULL,166,0.0,0,0,INTERNET
cbt-a349eee78670,https://www.chinaboundtravel.com/posts/internet-connection-china-esim-vpn-guide/,Klook,0,NULL,NULL,NULL,166,0.0,0,0,INTERNET
cbt-a349eee78670,https://www.chinaboundtravel.com/posts/internet-connection-china-esim-vpn-guide/,SafetyWing,0,NULL,NULL,NULL,166,0.0,0,0,INTERNET
cbt-673e981fe6f2,https://www.chinaboundtravel.com/posts/is-china-safe-for-tourists-2026-honest-assessment/,Airalo,0,NULL,NULL,NULL,166,0.0,0,0,TOUR
cbt-673e981fe6f2,https://www.chinaboundtravel.com/posts/is-china-safe-for-tourists-2026-honest-assessment/,Aviasales,0,NULL,NULL,NULL,166,0.0,0,0,TOUR
cbt-673e981fe6f2,https://www.chinaboundtravel.com/posts/is-china-safe-for-tourists-2026-honest-assessment/,Booking,0,NULL,NULL,NULL,166,0.0,0,0,TOUR
cbt-673e981fe6f2,https://www.chinaboundtravel.com/posts/is-china-safe-for-tourists-2026-honest-assessment/,Klook,0,NULL,NULL,NULL,166,0.0,0,0,TOUR
cbt-673e981fe6f2,https://www.chinaboundtravel.com/posts/is-china-safe-for-tourists-2026-honest-assessment/,SafetyWing,0,NULL,NULL,NULL,166,0.0,0,0,TOUR
cbt-abb64a856c29,https://www.chinaboundtravel.com/posts/paypal-alipay-wechat-pay-qr-code-support/,Airalo,0,NULL,NULL,NULL,166,0.0,0,0,PAYMENT
cbt-abb64a856c29,https://www.chinaboundtravel.com/posts/paypal-alipay-wechat-pay-qr-code-support/,Aviasales,0,NULL,NULL,NULL,166,0.0,0,0,PAYMENT
cbt-abb64a856c29,https://www.chinaboundtravel.com/posts/paypal-alipay-wechat-pay-qr-code-support/,Booking,0,NULL,NULL,NULL,166,0.0,0,0,PAYMENT
cbt-abb64a856c29,https://www.chinaboundtravel.com/posts/paypal-alipay-wechat-pay-qr-code-support/,Klook,0,NULL,NULL,NULL,166,0.0,0,0,PAYMENT
cbt-bc3e1afe5dc0,https://www.chinaboundtravel.com/posts/shanghai-vs-beijing-which-chinese-city-should-you-visit-first-guide/,NONE,0,NULL,NULL,NULL,166,0.0,0,0,CITY
cbt-558f85f45e9a,https://www.chinaboundtravel.com/posts/the-history-and-culture-of-the-great-wall-beyond-the-tourist-trail-guide/,Airalo,0,NULL,NULL,NULL,166,0.0,0,0,TRAIN
cbt-558f85f45e9a,https://www.chinaboundtravel.com/posts/the-history-and-culture-of-the-great-wall-beyond-the-tourist-trail-guide/,Aviasales,0,NULL,NULL,NULL,166,0.0,0,0,TRAIN
cbt-558f85f45e9a,https://www.chinaboundtravel.com/posts/the-history-and-culture-of-the-great-wall-beyond-the-tourist-trail-guide/,Booking,0,NULL,NULL,NULL,166,0.0,0,0,TRAIN
cbt-558f85f45e9a,https://www.chinaboundtravel.com/posts/the-history-and-culture-of-the-great-wall-beyond-the-tourist-trail-guide/,Klook,0,NULL,NULL,NULL,166,0.0,0,0,TRAIN
cbt-558f85f45e9a,https://www.chinaboundtravel.com/posts/the-history-and-culture-of-the-great-wall-beyond-the-tourist-trail-guide/,NordVPN,0,NULL,NULL,NULL,166,0.0,0,0,TRAIN
cbt-558f85f45e9a,https://www.chinaboundtravel.com/posts/the-history-and-culture-of-the-great-wall-beyond-the-tourist-trail-guide/,SafetyWing,0,NULL,NULL,NULL,166,0.0,0,0,TRAIN
cbt-73f33c49bc51,https://www.chinaboundtravel.com/posts/ultimate-guide-to-china-visa-for-tourists/,Aviasales,0,NULL,NULL,NULL,166,0.0,0,0,VISA
cbt-73f33c49bc51,https://www.chinaboundtravel.com/posts/ultimate-guide-to-china-visa-for-tourists/,Booking,0,NULL,NULL,NULL,166,0.0,0,0,VISA
cbt-73f33c49bc51,https://www.chinaboundtravel.com/posts/ultimate-guide-to-china-visa-for-tourists/,Klook,0,NULL,NULL,NULL,166,0.0,0,0,VISA
cbt-73f33c49bc51,https://www.chinaboundtravel.com/posts/ultimate-guide-to-china-visa-for-tourists/,SafetyWing,0,NULL,NULL,NULL,166,0.0,0,0,VISA
